time,gFx,gFy,gFz,TgF
1.008000,-0.1682,0.3865,0.9132,1.006
1.010000,-0.1726,0.3863,0.9137,1.007
1.011000,-0.1726,0.3877,0.9124,1.006
1.012000,-0.1756,0.3885,0.9083,1.003
1.015000,-0.1782,0.3880,0.9098,1.005
1.021000,-0.1817,0.3909,0.9088,1.006
1.022000,-0.1848,0.3904,0.9122,1.009
1.025000,-0.1831,0.3938,0.9071,1.006
1.035000,-0.1875,0.3934,0.9124,1.011
1.036000,-0.1907,0.3929,0.9137,1.013
1.036000,-0.1892,0.3934,0.9161,1.015
1.036000,-0.1890,0.3924,0.9186,1.017
1.037000,-0.1909,0.3907,0.9207,1.018
1.037000,-0.1870,0.3909,0.9259,1.022
1.041000,-0.1887,0.3890,0.9264,1.022
1.042000,-0.1868,0.3855,0.9300,1.024
1.042000,-0.1836,0.3848,0.9303,1.023
1.044000,-0.1817,0.3814,0.9320,1.023
1.047000,-0.1756,0.3770,0.9383,1.026
1.052000,-0.1743,0.3738,0.9413,1.028
1.053000,-0.1702,0.3716,0.9427,1.028
1.055000,-0.1675,0.3689,0.9464,1.029
1.056000,-0.1653,0.3658,0.9505,1.032
1.059000,-0.1648,0.3616,0.9574,1.037
1.064000,-0.1626,0.3619,0.9591,1.038
1.064000,-0.1616,0.3579,0.9632,1.040
1.067000,-0.1594,0.3567,0.9657,1.042
1.069000,-0.1565,0.3557,0.9701,1.045
1.071000,-0.1572,0.3545,0.9715,1.046
1.073000,-0.1560,0.3543,0.9735,1.048
1.076000,-0.1563,0.3555,0.9740,1.049
1.078000,-0.1582,0.3533,0.9762,1.050
1.082000,-0.1568,0.3553,0.9757,1.050
1.087000,-0.1619,0.3553,0.9750,1.050
1.087000,-0.1636,0.3562,0.9750,1.051
1.089000,-0.1658,0.3579,0.9723,1.049
1.091000,-0.1697,0.3575,0.9701,1.048
1.093000,-0.1734,0.3592,0.9664,1.045
1.096000,-0.1765,0.3626,0.9603,1.042
1.108000,-0.1748,0.3638,0.9576,1.039
1.110000,-0.1809,0.3672,0.9547,1.039
1.110000,-0.1821,0.3684,0.9515,1.036
1.110000,-0.1836,0.3702,0.9461,1.032
1.111000,-0.1878,0.3741,0.9420,1.031
1.111000,-0.1887,0.3746,0.9388,1.028
1.116000,-0.1880,0.3750,0.9352,1.025
1.118000,-0.1873,0.3755,0.9298,1.020
1.119000,-0.1870,0.3780,0.9288,1.020
1.121000,-0.1868,0.3772,0.9247,1.016
1.124000,-0.1861,0.3767,0.9227,1.014
1.126000,-0.1878,0.3758,0.9229,1.014
1.138000,-0.1875,0.3780,0.9210,1.013
1.139000,-0.1853,0.3755,0.9229,1.014
1.140000,-0.1848,0.3736,0.9242,1.014
1.142000,-0.1858,0.3716,0.9239,1.013
1.143000,-0.1880,0.3706,0.9225,1.012
1.143000,-0.1863,0.3694,0.9249,1.013
1.146000,-0.1861,0.3665,0.9271,1.014
1.146000,-0.1873,0.3641,0.9286,1.015
1.149000,-0.1848,0.3648,0.9303,1.016
1.153000,-0.1843,0.3606,0.9305,1.015
1.154000,-0.1851,0.3587,0.9320,1.016
1.157000,-0.1814,0.3582,0.9332,1.016
1.158000,-0.1826,0.3567,0.9344,1.017
1.161000,-0.1795,0.3567,0.9366,1.018
1.165000,-0.1780,0.3545,0.9388,1.019
1.166000,-0.1778,0.3540,0.9356,1.016
1.169000,-0.1753,0.3538,0.9342,1.014
1.171000,-0.1751,0.3550,0.9337,1.014
1.174000,-0.1712,0.3536,0.9354,1.015
1.176000,-0.1731,0.3565,0.9376,1.018
1.178000,-0.1707,0.3560,0.9359,1.016
1.182000,-0.1743,0.3599,0.9312,1.013
1.185000,-0.1751,0.3589,0.9322,1.014
1.186000,-0.1775,0.3614,0.9273,1.011
1.189000,-0.1809,0.3604,0.9217,1.006
1.192000,-0.1804,0.3658,0.9178,1.004
1.195000,-0.1829,0.3665,0.9149,1.002
1.196000,-0.1851,0.3665,0.9090,0.997
1.209000,-0.1873,0.3702,0.9051,0.996
1.210000,-0.1865,0.3699,0.9012,0.992
1.211000,-0.1861,0.3731,0.8971,0.989
1.211000,-0.1851,0.3760,0.8936,0.987
1.212000,-0.1824,0.3753,0.8883,0.981
1.212000,-0.1824,0.3763,0.8861,0.980
1.215000,-0.1817,0.3753,0.8814,0.975
1.217000,-0.1795,0.3785,0.8814,0.976
1.221000,-0.1760,0.3765,0.8819,0.975
1.222000,-0.1765,0.3787,0.8790,0.973
1.224000,-0.1734,0.3789,0.8809,0.975
1.227000,-0.1743,0.3780,0.8827,0.976
1.229000,-0.1731,0.3772,0.8839,0.976
1.233000,-0.1729,0.3746,0.8851,0.977
1.234000,-0.1714,0.3726,0.8895,0.979
1.240000,-0.1695,0.3719,0.8914,0.981
1.241000,-0.1699,0.3706,0.8880,0.977
1.241000,-0.1690,0.3684,0.8900,0.978
1.244000,-0.1704,0.3677,0.8919,0.980
1.247000,-0.1675,0.3638,0.8944,0.980
1.249000,-0.1660,0.3633,0.8949,0.980
1.254000,-0.1631,0.3619,0.8978,0.982
1.255000,-0.1643,0.3621,0.9005,0.984
1.256000,-0.1594,0.3616,0.9027,0.985
1.258000,-0.1624,0.3626,0.9027,0.986
1.261000,-0.1580,0.3638,0.9054,0.988
1.263000,-0.1585,0.3645,0.9066,0.990
1.266000,-0.1568,0.3628,0.9105,0.993
1.271000,-0.1568,0.3653,0.9102,0.993
1.271000,-0.1594,0.3662,0.9127,0.996
1.273000,-0.1597,0.3655,0.9120,0.995
1.276000,-0.1582,0.3675,0.9159,0.999
1.278000,-0.1604,0.3680,0.9161,1.000
1.281000,-0.1611,0.3694,0.9168,1.002
1.284000,-0.1621,0.3672,0.9186,1.002
1.286000,-0.1653,0.3687,0.9190,1.004
1.288000,-0.1648,0.3692,0.9193,1.004
1.291000,-0.1690,0.3706,0.9171,1.003
1.293000,-0.1695,0.3687,0.9183,1.004
1.296000,-0.1685,0.3687,0.9210,1.006
1.299000,-0.1682,0.3694,0.9212,1.007
1.301000,-0.1712,0.3684,0.9215,1.007
1.303000,-0.1721,0.3672,0.9234,1.009
1.306000,-0.1702,0.3711,0.9249,1.011
1.308000,-0.1680,0.3711,0.9259,1.012
1.311000,-0.1660,0.3694,0.9281,1.013
1.313000,-0.1636,0.3704,0.9300,1.014
1.324000,-0.1643,0.3702,0.9317,1.016
1.325000,-0.1609,0.3694,0.9327,1.016
1.325000,-0.1592,0.3682,0.9322,1.015
1.326000,-0.1572,0.3667,0.9366,1.018
1.326000,-0.1565,0.3645,0.9361,1.017
1.329000,-0.1541,0.3653,0.9366,1.017
1.333000,-0.1541,0.3653,0.9410,1.021
1.334000,-0.1519,0.3621,0.9408,1.019
1.336000,-0.1548,0.3623,0.9410,1.020
1.339000,-0.1519,0.3614,0.9417,1.020
1.341000,-0.1492,0.3606,0.9444,1.022
1.344000,-0.1497,0.3589,0.9466,1.023
1.347000,-0.1494,0.3611,0.9439,1.022
1.349000,-0.1480,0.3599,0.9449,1.022
1.353000,-0.1487,0.3609,0.9457,1.023
1.354000,-0.1492,0.3606,0.9474,1.025
1.357000,-0.1506,0.3604,0.9486,1.026
1.360000,-0.1526,0.3587,0.9505,1.027
1.362000,-0.1546,0.3628,0.9518,1.030
1.365000,-0.1555,0.3628,0.9535,1.032
1.366000,-0.1555,0.3628,0.9569,1.035
1.368000,-0.1594,0.3638,0.9615,1.040
1.372000,-0.1611,0.3628,0.9620,1.041
1.374000,-0.1641,0.3643,0.9625,1.042
1.376000,-0.1670,0.3655,0.9625,1.043
1.378000,-0.1668,0.3641,0.9654,1.045
1.382000,-0.1707,0.3645,0.9657,1.046
1.385000,-0.1697,0.3658,0.9659,1.047
1.386000,-0.1695,0.3645,0.9676,1.048
